NAME: GA-2013-12-01
TIME: 2013-12-01 22:56:17
RANGE: [-10,00;10,00]
GENES: 10
POPULATION: 10
GENERATIONS: 100
PROB. CROSSOVER: 0,500000
PROB. MUTATION: 0,001000
INDIVIDUAL: IndividualReal
CROSSOVER: CrossoverOnePoint
MUTATION: MutationPerChromosome
SELECTION: SelectionRoulette
FITNESS: FitnessParable

GENERATION	AVERAGE	OFFLINE	ONLINE	ELITE
1	29,601109954908082	0,826446280991734	29,601109954908082	0,355218674851797
2	13,953421262095940	0,826446280991734	21,777265608502013	0,188441651644515
3	1,316294149517118	0,826446280991734	14,956941788840382	0,122570781709217
4	1,178772876814689	0,826446280991734	11,512399560833959	0,114010839005134
5	0,673101270963345	0,661634794640186	9,344539902859836	0,159035492212025
6	0,579229051464411	0,551760470405820	7,883654760960599	0,146161763457667
7	0,414417565112863	0,473278810238416	6,816620875839493	0,129130627760975
8	0,319780913859052	0,414417565112863	6,004515880591938	0,121567042996842
9	0,278195826393726	0,368636596681877	5,368258096792136	0,120127075646721
10	0,468845106060128	0,332011821937089	4,878316797718936	0,134182612443697
11	0,335528208009524	0,302046097145898	4,465336016836262	0,128350511234416
12	0,157874268176037	0,277074659819906	4,106380871114577	0,112609118980623
13	0,169034971797246	0,255944982082528	3,803508109628628	0,113235008826471
14	0,112467021936325	0,237833829736204	3,539862317650606	0,108749666435892
15	0,075162752298312	0,222137497702723	3,308882346627120	0,104658847402052
16	0,079137797423674	0,208403207173427	3,107023312301905	0,105078321708289
17	0,022264074860802	0,196284715529931	2,925566886570075	0,101944235947988
18	0,022264074860802	0,185512722957934	2,764272285919560	0,101944235947988
19	0,018289029735440	0,175874624340885	2,619746851383554	0,101549364099632
20	0,022264074860802	0,167200335585540	2,489872712557416	0,101944235947988
21	0,030214165111526	0,159352169568800	2,372746115059992	0,102743264541327
22	0,022264074860802	0,152217473189945	2,265906022323665	0,101944235947988
23	0,026239119986164	0,145703185191860	2,168529200482904	0,102342190680221
24	0,034189210236888	0,139731754526949	2,079598367555987	0,103147494346710
25	0,038164255362250	0,134238038315230	1,997941003068238	0,103554917493441
26	0,042139300487612	0,130695779168014	1,922717860661291	0,100000000000000
27	0,042139300487612	0,127415909587259	1,853066802877080	0,100000000000000
28	0,771101421938618	0,124370316405128	1,814425182129278	0,109588076438667
29	0,771101421938618	0,121534764132110	1,778448500743393	0,109588076438667
30	9,650740686593490	0,118888248677294	2,040858240271730	0,110978805525375
31	0,042139300487612	0,116412476155046	1,976383435762565	0,100000000000000
32	0,042139300487612	0,114091439415439	1,915938306535222	0,100000000000000
33	0,042139300487612	0,111911071569141	1,859156518473174	0,100000000000000
34	0,042139300487612	0,109858960654978	1,805714835591245	0,100000000000000
35	0,042980175417977	0,107924113221625	1,755350988157723	0,100080105666657
36	0,040686880153345	0,105693307219495	1,707721429602046	0,101270255137430
37	0,771101421938618	0,103975631361876	1,682407375340872	0,109588076438667
38	0,042139300487612	0,102348359496764	1,639242426002629	0,100000000000000
39	0,042139300487612	0,100804537470889	1,598291063809936	0,100000000000000
40	0,042139300487612	0,099337906546307	1,559387269726878	0,100000000000000
41	0,042139300487612	0,097942818593656	1,522381221696652	0,100000000000000
42	0,042139300487612	0,096614163400655	1,487137366429770	0,100000000000000
43	0,042139300487612	0,095347306123607	1,453532760245069	0,100000000000000
44	0,064766480431980	0,094138033268243	1,421969890249317	0,101816300530240
45	0,042139300487612	0,092982505873118	1,391306988254612	0,100000000000000
46	0,250064737814241	0,091877218799520	1,366497374114604	0,107136698273450
47	0,250064737814241	0,090818965218416	1,342743488235873	0,107136698273450
48	0,042139300487612	0,089804805536524	1,315647567657784	0,100000000000000
49	0,042139300487612	0,088832040127363	1,289657603021658	0,100000000000000
50	0,042139300487612	0,087898185334568	1,264707236970977	0,100000000000000
51	0,042139300487612	0,087000952298353	1,240735316647774	0,100000000000000
52	0,042139300487612	0,086138228225069	1,217685393260078	0,100000000000000
53	0,042139300487612	0,085308059777193	1,195505278302107	0,100000000000000
54	0,042139300487612	0,084508638308867	1,174146649083321	0,100000000000000
55	0,042139300487612	0,083738286712117	1,153564697290671	0,100000000000000
56	0,042139300487612	0,082995447672394	1,133717815204902	0,100000000000000
57	0,042139300487612	0,082278673160380	1,114567314946704	0,100000000000000
58	0,042139300487612	0,081586615010850	1,096077176766375	0,100000000000000
59	0,042139300487612	0,080918016459608	1,078213822931142	0,100000000000000
60	0,042139300487612	0,080271704526742	1,060945914223750	0,100000000000000
61	0,042139300487612	0,079646583149051	1,044244166457583	0,100000000000000
62	0,042139300487612	0,079041626977093	1,028081184748390	0,100000000000000
63	0,042139300487612	0,078455875762974	1,012431313569648	0,100000000000000
64	0,042139300487612	0,077888429274296	0,997270500865241	0,100000000000000
65	0,042139300487612	0,077338442677578	0,982576174705585	0,100000000000000
66	0,042139300487612	0,076805122341366	0,968327131156828	0,100000000000000
67	0,042139300487612	0,076287722015191	0,954503432191616	0,100000000000000
68	0,042139300487612	0,075785539345668	0,941086312607734	0,100000000000000
69	0,106963113301208	0,075297912695551	0,928997570588798	0,103987799121673
70	0,106963113301208	0,074824218235438	0,917254221198976	0,103987799121673
71	0,250064737814241	0,074363867281243	0,907857186221726	0,107136698273450
72	0,042139300487612	0,073916303853554	0,895833326697641	0,100000000000000
73	0,045961459261998	0,073481002437582	0,884191246321810	0,100355041455528
74	0,042139300487612	0,073057465924744	0,872812165972699	0,100000000000000
75	0,042139300487612	0,072645223718916	0,861736527766231	0,100000000000000
76	0,042139300487612	0,072243829992188	0,850952353723092	0,100000000000000
77	0,038164255362250	0,071336622449874	0,840396664133990	0,103554917493441
78	0,030214165111526	0,070452676639414	0,830009709018317	0,102743264541327
79	0,022264074860802	0,069591109203902	0,819785080737842	0,101944235947988
80	0,022264074860802	0,068751080954278	0,809816068164379	0,101944235947988
81	0,022264074860802	0,067931794142917	0,800093204049520	0,101944235947988
82	0,026239119986164	0,067132489936710	0,790655959121918	0,102342190680221
83	0,026239119986164	0,066352446072822	0,781446117686548	0,102342190680221
84	0,030214165111526	0,065590974681884	0,772502880155893	0,102743264541327
85	0,030214165111526	0,064847420264850	0,763770071743606	0,102743264541327
86	0,042139300487612	0,064583372360463	0,755379016263885	0,100000000000000
87	0,042139300487612	0,064325394522844	0,747180858611284	0,100000000000000
88	0,042139300487612	0,064073279817898	0,739169022723515	0,100000000000000
89	0,042139300487612	0,063826830611940	0,731337228091651	0,100000000000000
90	0,042139300487612	0,063585858055003	0,723679473340495	0,100000000000000
91	0,042139300487612	0,063350181598219	0,716190020891562	0,100000000000000
92	0,042139300487612	0,063119628542669	0,708863382626302	0,100000000000000
93	0,042139300487612	0,062894033617345	0,701694306474273	0,100000000000000
94	0,042139300487612	0,062673238584050	0,694677763857393	0,100000000000000
95	0,042139300487612	0,062457091867246	0,687808937927185	0,100000000000000
96	0,042139300487612	0,062245448207041	0,681083212537189	0,100000000000000
97	0,250064737814241	0,062038168333645	0,676639723107056	0,107136698273450
98	0,042139300487612	0,061835118661747	0,670165228998694	0,100000000000000
99	0,042139300487612	0,061636171003422	0,663821532751107	0,100000000000000
100	0,042139300487612	0,061441202298264	0,657604710428472	0,100000000000000
101	0,042139300487612	0,061250094359545	0,651510993498365	0,100000000000000
